"PROPAGATIVE_MATERIAL_TYPE","COUNTRY_OF_ORIGIN_NAME","MEDIAN_QTY_LT200","PRODUCER_GROUP_TOP","IMPORTER_NAME_TOP","Compliance"
"Budwood/Graftwood (scion)","Guatemala",TRUE,"IVAGRO SA","express seed","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",TRUE,"INVERSIONES LUA SA","express seed","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",TRUE,"Plant Investments","florica farmsinc","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",TRUE,"Reference","scott valentine","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",TRUE,"Reference","missing","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"INVERSIONES AGROCOMERCIALE","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"IVAGRO SA","primaflora international lp","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"LA FLORESTA ORNAMENTALES","primaflora international lp","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","primaflora international lp","Medium compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"QUELETZU SA","primaflora international lp","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"TUCAN EXPORT","primaflora international lp","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"IVAGRO SA","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","altman specialty plants","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Guatexotic","primaflora international lp","Medium compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","western cactus enterprises","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"TUCAN EXPORT","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"IVAGRO SA","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"LA FLORESTA ORNAMENTALES","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","foremost foliage inc dba foremostco","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"IVAGRO SA","florica farmsinc","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"LA FLORESTA ORNAMENTALES","south florida plant services","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","south florida plant services","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Guatexotic","fb imports","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"IVAGRO SA","fb imports","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","fb imports","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"INVERSIONES LUA SA","scott valentine","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","costa farms","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"INVERSIONES LUA SA","costa farms","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"TUCAN EXPORT","b c amp f brokerage","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"PLANTEXPO","jurakan usainc","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"AGRO KOMPASS S A","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"IVAGRO SA","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"QUELETZU SA","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Los Pinos Poptum","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"AGRO KOMPASS S A","jurakan usainc","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"LA FLORESTA ORNAMENTALES","costa farms","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"LA FLORESTA ORNAMENTALES","florica farmsinc","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"IVAGRO SA","south florida plant services","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"IVAGRO SA","plant exports","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Guatexotic","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Plant Investments","scott valentine","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","fleurizon","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","russells bromelaids","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"TUCAN EXPORT","russells bromelaids","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","florica farmsinc","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Corporacion Bonanza","florica farmsinc","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Los Pinos Poptum","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"QUELETZU SA","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"LA FLORESTA ORNAMENTALES","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Corporacion Bonanza","costa farms","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","jurakan usainc","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Corporacion Bonanza","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Los Pinos Poptum","plant exports","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Plant Investments","express seed","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"TUCAN EXPORT","fb imports","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Plant Investments","mchutchison","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","dockside management","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"INVERSIONES LUA SA","plant exports","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Plant Investments","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"INVERSIONES AGROCOMERCIALE","fb imports","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","plant exports","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"INVERSIONES LUA SA","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"LA FLORESTA ORNAMENTALES","mchutchison","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"QUELETZU SA","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"COSTA","costa farms","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Los Pinos Poptum","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"QUELETZU SA","south florida plant services","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","ds cole growers","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"IVAGRO SA","scott valentine","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"PRODUCTOS EL MAPACHE DE ALAJUELA","plant exports","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"QUELETZU SA","fb imports","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","mchutchison","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"INVERSIONES AGROCOMERCIALE","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"LA FLORESTA ORNAMENTALES","plant exports","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"IVAGRO SA","costa farms","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","aura botanical","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"INVERSIONES AGROCOMERCIALE","costa farms","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Guatexotic","foremost foliage inc dba foremostco","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"AGRO KOMPASS S A","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"LA FLORESTA ORNAMENTALES","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"QUELETZU SA","florica farmsinc","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Guatexotic","costa farms","Medium compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"INVERSIONES LUA SA","fb imports","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"INVERSIONES AGROCOMERCIALE","florica farmsinc","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","express seed","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"INVERSIONES AGROCOMERCIALE","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"CERCA DEL PARAISO SA","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"IVAGRO SA","express seed","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"INVERSIONES LUA SA","express seed","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Plant Investments","florica farmsinc","Poor compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","scott valentine","Low compliance"
"Budwood/Graftwood (scion)","Guatemala",FALSE,"Reference","missing","Low compliance"
"Budwood/Graftwood (scion)","Sri Lanka",TRUE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Sri Lanka",TRUE,"Reference","complete aquatic systems","Poor compliance"
"Budwood/Graftwood (scion)","Sri Lanka",TRUE,"Reference","costa farms","Poor compliance"
"Budwood/Graftwood (scion)","Sri Lanka",TRUE,"Reference","fleurizon","Poor compliance"
"Budwood/Graftwood (scion)","Sri Lanka",TRUE,"Reference","mchutchison","Poor compliance"
"Budwood/Graftwood (scion)","Sri Lanka",TRUE,"Reference","biostok","Poor compliance"
"Budwood/Graftwood (scion)","Sri Lanka",TRUE,"Reference","green thumb marketing","Poor compliance"
"Budwood/Graftwood (scion)","Sri Lanka",FALSE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Sri Lanka",FALSE,"Reference","complete aquatic systems","Low compliance"
"Budwood/Graftwood (scion)","Sri Lanka",FALSE,"Reference","costa farms","Low compliance"
"Budwood/Graftwood (scion)","Sri Lanka",FALSE,"Reference","fleurizon","Poor compliance"
"Budwood/Graftwood (scion)","Sri Lanka",FALSE,"Reference","mchutchison","Low compliance"
"Budwood/Graftwood (scion)","Sri Lanka",FALSE,"Reference","biostok","Poor compliance"
"Budwood/Graftwood (scion)","Sri Lanka",FALSE,"Reference","green thumb marketing","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","primaflora international lp","Low compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","united plant growers","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","scott valentine","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","express seed","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","western cactus enterprises","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","ds cole growers","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","fleurizon","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","costa farms","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","biostok","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","gubler orchids","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","b c amp f brokerage","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","green plant cuttings usa","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","omega customs brokers","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","missing","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","bill moore and company","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","altman specialty plants","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","mchutchison","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",TRUE,"Reference","kurt weiss greenhouse","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","primaflora international lp","Medium compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","united plant growers","Low compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","scott valentine","Medium compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","express seed","Low compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","western cactus enterprises","Low compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","foremost foliage inc dba foremostco","Low compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","ds cole growers","Low compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","fleurizon","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","costa farms","Low compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","biostok","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","gubler orchids","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","b c amp f brokerage","Low compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","foremost foliage","Low compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","green plant cuttings usa","Low compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","omega customs brokers","Low compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","missing","Low compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","bill moore and company","Poor compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","altman specialty plants","Low compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","mchutchison","Low compliance"
"Budwood/Graftwood (scion)","Netherlands",FALSE,"Reference","kurt weiss greenhouse","Medium compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"TURRIPLANTAS SA","primaflora international lp","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"PRODUCTOS EL MAPACHE DE ALAJUELA","primaflora international lp","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","primaflora international lp","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"PREMIUM PLANTS SA","primaflora international lp","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","express seed","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"PREMIUM ORNAMENTALES","primaflora international lp","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"ORNAMENTALES SAPO VERDE 801","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"antho ornamentales1-7","express seed","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","south florida plant services","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"TURRIPLANTAS SA","south florida plant services","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"antho ornamentales1-7","florica farmsinc","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","costa farms","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"ZACATE ORNAMENTAL Y DECORATIVO","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"TURRIPLANTAS SA","excelente foliage incorporated","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"PREMIUM ORNAMENTALES","kurt weiss greenhouse","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","caribbean growers supply","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","fleurizon","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"COOPEINDIA  R.L.","costa farms","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"ORNAMENTALES SAPO VERDE 801","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"PRIMEROS EN FOLLAJE SA BOX#201","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"COOPEINDIA  R.L.","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"GEOAGRO DE COSTA RICA","Reference","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"SAPO VERDE 900","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"MICRO PLANTAS","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"PRIMEROS EN FOLLAJE SA BOX#201","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"MICRO PLANTAS","costa farms","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"ZACATE ORNAMENTAL Y DECORATIVO","bay cove group","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"PREMIUM ORNAMENTALES","florica farmsinc","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","scott valentine","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","b c amp f brokerage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","dockside management","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"SAPO VERDE 900","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","green tropical plants","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"COOPEINDIA  R.L.","fb imports","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"GEOAGRO DE COSTA RICA","fb imports","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","fb imports","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"CERCA DEL PARAISO SA","b c amp f brokerage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","aura botanical","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"CERCA DEL PARAISO SA","aura botanical","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"GEOAGRO DE COSTA RICA","fleurizon","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"PRODUCTOS EL MAPACHE DE ALAJUELA","south florida plant services","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","excelente foliage incorporated","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","florica farmsinc","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"CERCA DEL PARAISO SA","Reference","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"PREMIUM PLANTS SA","kurt weiss greenhouse","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"MICRO PLANTAS","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"PREMIUM ORNAMENTALES","Reference","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"CERCA DEL PARAISO SA","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"COOPEINDIA  R.L.","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","green plant cuttings usa","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"PREMIUM ORNAMENTALES","b c amp f brokerage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"COOPEINDIA  R.L.","south florida plant services","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"ZACATE ORNAMENTAL Y DECORATIVO","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"TURRIPLANTAS SA","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","mchutchison","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"MICRO PLANTAS","Reference","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"PRODUCTOS EL MAPACHE DE ALAJUELA","plant exports","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"CERCA DEL PARAISO SA","south florida plant services","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"MICRO PLANTAS","miyar intl brokerage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"CERCA DEL PARAISO SA","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"ORNAMENTALES SAPO VERDE 801","Reference","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"TURRIPLANTAS SA","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","ds cole growers","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"PRODUCTOS EL MAPACHE DE ALAJUELA","costa farms","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"CERCA DEL PARAISO SA","fb imports","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"LA FLORESTA ORNAMENTALES","plant exports","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"CERCA DEL PARAISO SA","fleurizon","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"CERCA DEL PARAISO SA","plant exports","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"PREMIUM PLANTS SA","Reference","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"PREMIUM PLANTS SA","b c amp f brokerage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"SAPO VERDE 900","Reference","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","plant exports","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"COOPEINDIA  R.L.","express seed","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"QUELETZU SA","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Guatexotic","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"antho ornamentales1-7","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","western cactus enterprises","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",TRUE,"Reference","altman specialty plants","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"TURRIPLANTAS SA","primaflora international lp","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"PRODUCTOS EL MAPACHE DE ALAJUELA","primaflora international lp","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","primaflora international lp","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"PREMIUM PLANTS SA","primaflora international lp","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","express seed","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"PREMIUM ORNAMENTALES","primaflora international lp","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"ORNAMENTALES SAPO VERDE 801","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"antho ornamentales1-7","express seed","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","south florida plant services","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"TURRIPLANTAS SA","south florida plant services","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"antho ornamentales1-7","florica farmsinc","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","costa farms","Low compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"ZACATE ORNAMENTAL Y DECORATIVO","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"TURRIPLANTAS SA","excelente foliage incorporated","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"PREMIUM ORNAMENTALES","kurt weiss greenhouse","Medium compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","caribbean growers supply","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","fleurizon","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"COOPEINDIA  R.L.","costa farms","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"ORNAMENTALES SAPO VERDE 801","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"Reference","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"PRIMEROS EN FOLLAJE SA BOX#201","foremost foliage inc dba foremostco","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"COOPEINDIA  R.L.","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"GEOAGRO DE COSTA RICA","Reference","Medium compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"SAPO VERDE 900","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"MICRO PLANTAS","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"PRIMEROS EN FOLLAJE SA BOX#201","foremost foliage","Poor compliance"
"Budwood/Graftwood (scion)","Costa Rica",FALSE,"MICRO PLANTAS","costa farms","Poor compliance"
