,INSPECTION_ID,COMMODITY_COMMON_NAME,COUNTRY_OF_ORIGIN_NAME,PRODUCER_NAME,PROPAGATIVE_MATERIAL_TYPE,QUANTITY,BROKER_NAME,INSPECTION_LOCATION_NAME,PATHWAY,INSPECTION_NUMBER,SHIPPER_NAME,TAXONOMY_ORDER,TAXONOMY_FAMILY,TAXONOMY_GENUS,TAXONOMY_SPECIES,action,RISK_UNIT,TOTAL_SAMPLING_UNITS_FOR_RISK_UNIT,SAMPLING_UNITS_FOR_INSPECTION_UNIT,REQUIRED_NUMBER_OF_BOXES
399,1259510,Bucephalandra sp.,Vietnam,LIFE AQUATIC,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),80,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_511,LIFE AQUATIC CO.LTD.,Alismatales,Araceae,Bucephalandra,Unknown,0,1259510_1,44,2,15
400,1259510,Lilaeopsis brasiliensis,Vietnam,LIFE AQUATIC,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),80,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_511,LIFE AQUATIC CO.LTD.,Apiales,Apiaceae,Lilaeopsis,brasiliensis,0,1259510_1,44,11,15
401,1259510,Lysimachia nummularia,Vietnam,Land Adventures,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),80,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_511,Billy Holiday TLD,Ericales,Primulaceae,Lysimachia,nummularia,0,1259510_1,44,2,15
402,1259510,Vesicularia sp.,Vietnam,LIFE AQUATIC,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),17981,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_511,LIFE AQUATIC CO.LTD.,Hypnales,Hypnaceae,Vesicularia,Unknown,0,1259510_1,44,8,15
403,1259510,Nymphaea sp.,Vietnam,LIFE AQUATIC,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),4200,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_511,LIFE AQUATIC CO.LTD.,Nymphaeales,Nymphaeaceae,Nymphaea,Unknown,0,1259510_1,44,3,15
404,1259510,Rotala rotundifolia,Vietnam,LIFE AQUATIC,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),80,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_511,LIFE AQUATIC CO.LTD.,Myrtales,Lythraceae,Rotala,rotundifolia,0,1259510_1,44,2,15
405,1259510,Glossostigma elatinoides,Vietnam,LIFE AQUATIC,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),80,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_511,LIFE AQUATIC CO.LTD.,Lamiales,Phrymaceae,Glossostigma,elatinoides,0,1259510_1,44,8,15
406,1259510,Lilaeopsis brasiliensis,Vietnam,LIFE AQUATIC,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),80,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_511,LIFE AQUATIC CO.LTD.,Apiales,Apiaceae,Lilaeopsis,brasiliensis,0,1259510_1,44,11,15
407,1259510,Rotala rotundifolia,Vietnam,LIFE AQUATIC,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),80,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_511,LIFE AQUATIC CO.LTD.,Myrtales,Lythraceae,Rotala,rotundifolia,0,1259510_1,44,11,15
408,1259510,Rotala sp.,Vietnam,LIFE AQUATIC,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),400,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_511,LIFE AQUATIC CO.LTD.,Myrtales,Lythraceae,Rotala,Unknown,0,1259510_1,44,3,15
409,1259510,Cryptocoryne wendtii,Vietnam,LIFE AQUATIC,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),80,WILEY COYOTE CO,Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_511,LIFE AQUATIC CO.LTD.,Alismatales,Araceae,Cryptocoryne,wendtii,0,1259510_1,44,8,15
34,1590511,Micranthemum sp.,Indonesia,OCCIDENTAL TERRANIUMS LTD,Rooted Plant (including grafted),600,ALPHA CUSTOMS BROKERS INC,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_512,Unknown,Lamiales,Linderniaceae,Micranthemum,Unknown,0,1590511_1,54,1,12
13,1958538,Philodendron sp.,Malaysia,Unknown,Rooted Plant (including grafted),4100,"GERRYMANDER, MANURE COMPANY",Los Angeles PIS,Airport - Aircraft - Cargo - PIS,INS_539,PT Cruiser ,Alismatales,Araceae,Philodendron,Unknown,0,1958538_1,4,2,4
176,1987547,Scuticaria sp.,Nicaragua,El Poco Loco,Rooted Plant (including grafted),1,ALPHA CUSTOMS BROKERS INC,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_548,El Generico,Asparagales,Orchidaceae,Scuticaria,Unknown,0,1987547_1,33,1,14
177,1987547,Pearcea sp.,Nicaragua,El Poco Loco,Rooted Plant (including grafted),1,ALPHA CUSTOMS BROKERS INC,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_548,El Generico,Lamiales,Gesneriaceae,Pearcea,Unknown,0,1987547_1,33,1,14
178,1987547,Restrepia sp.,Nicaragua,El Poco Loco,Rooted Plant (including grafted),18,ALPHA CUSTOMS BROKERS INC,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_548,El Generico,Asparagales,Orchidaceae,Restrepia,Unknown,0,1987547_1,33,1,14
179,1987547,Bomarea sp.,Nicaragua,El Poco Loco,Rooted Plant (including grafted),10,ALPHA CUSTOMS BROKERS INC,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_548,El Generico,Liliales,Alstroemeriaceae,Bomarea,Unknown,0,1987547_1,33,1,14
50,1603552,Tradescantia sp.,Colombia,POKER INTERNATIONAL MEXICO,Unrooted Cutting,23700,PRECISE OUTSOURCING,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_553,Unknown,Commelinales,Commelinaceae,Tradescantia,Unknown,0,1603552_1,100,1,8
57,1129562,Bidens ferulifolia ,Ecuador,Plant Inventions Ecuadora 1-4,Unrooted Cutting,1000,PRECISE OUTSOURCING,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_563,Plant Inventions Ecuadora,Asterales,Asteraceae,Bidens,ferulifolia,0,1129562_1,30,1,11
39,1459584,Calibrachoa sp.,Ecuador,Plant Inventions Ecuadora,Unrooted Cutting,700,PRECISE OUTSOURCING,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_585,Unknown,Solanales,Solanaceae,Calibrachoa,Unknown,0,1459584_1,17,2,9
83,735759,Strobilanthes dyerianus,Venezuela,LLAMA CAFE S A,Unrooted Cutting,1200,JORDAN LOVE INT'L CHB INC,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_60,LLAMA CAFE SA,Lamiales,Acanthaceae,Strobilanthes,dyerianus,0,735759_1,11,7,9
84,735759,Strobilanthes dyerianus,Venezuela,LLAMA CAFE S A,Unrooted Cutting,1200,JORDAN LOVE INT'L CHB INC,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_60,LLAMA CAFE SA,Lamiales,Acanthaceae,Strobilanthes,dyerianus,0,735759_1,11,1,9
85,735759,Strobilanthes dyerianus,Venezuela,LLAMA CAFE S A,Unrooted Cutting,1200,JORDAN LOVE INT'L CHB INC,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_60,LLAMA CAFE SA,Lamiales,Acanthaceae,Strobilanthes,dyerianus,0,735759_1,11,1,9
86,735759,Impatiens hawkerii,Venezuela,LLAMA CAFE S A,Unrooted Cutting,20300,JORDAN LOVE INT'L CHB INC,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_60,LLAMA CAFE SA,Geraniales,Balsaminaceae,Impatiens,hawkeri,0,735759_1,11,1,9
340,1245627,Senecio cephalophorus ,Congo,Unknown,Unrooted Cutting,200,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Asterales,Asteraceae,Senecio,cephalophorus,0,1245627_1,21,2,7
341,1245627,Unknown,Congo,Unknown,Unrooted Cutting,400,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Saxifragales,Crassulaceae,Crassula,swaziensis,0,1245627_1,21,1,7
342,1245627,Adromischus sp.,Congo,Unknown,Unrooted Cutting,200,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Saxifragales,Crassulaceae,Adromischus,Unknown,0,1245627_1,21,1,7
343,1245627,Senecio crassissimus ,Congo,Unknown,Unrooted Cutting,200,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Asterales,Asteraceae,Senecio,crassissimus,0,1245627_1,21,1,7
344,1245627,Lampranthus sp.,Congo,Unknown,Unrooted Cutting,200,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Caryophyllales,Aizoaceae,Lampranthus,Unknown,0,1245627_1,21,1,7
345,1245627,Pilea sp.,Congo,Unknown,Unrooted Cutting,3200,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Rosales,Urticaceae,Pilea,Unknown,0,1245627_1,21,1,7
346,1245627,Crassula rupestris,Congo,Unknown,Unrooted Cutting,200,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Saxifragales,Crassulaceae,Crassula,rupestris,0,1245627_1,21,1,7
347,1245627,Unknown,Congo,Unknown,Unrooted Cutting,500,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Piperales,Piperaceae,Peperomia,angulata,0,1245627_1,21,1,7
348,1245627,Pachyphytum sp.,Congo,Unknown,Unrooted Cutting,400,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Saxifragales,Crassulaceae,Pachyphytum,Unknown,0,1245627_1,21,2,7
349,1245627,Cotyledon sp.,Congo,Unknown,Unrooted Cutting,1600,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Saxifragales,Crassulaceae,Cotyledon,Unknown,0,1245627_1,21,1,7
350,1245627,Gasteria sp.,Congo,Unknown,Unrooted Cutting,200,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Asparagales,Asphodelaceae,Gasteria,Unknown,0,1245627_1,21,1,7
351,1245627,Hoya sp.,Congo,Unknown,Unrooted Cutting,800,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Gentianales,Apocynaceae,Hoya,Unknown,0,1245627_1,21,2,7
352,1245627,Unknown,Congo,Unknown,Unrooted Cutting,400,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Saxifragales,Crassulaceae,Crassula,swaziensis,0,1245627_1,21,2,7
353,1245627,Lampranthus sp.,Congo,Unknown,Unrooted Cutting,200,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Caryophyllales,Aizoaceae,Lampranthus,Unknown,0,1245627_1,21,1,7
354,1245627,Senecio cephalophorus ,Congo,Unknown,Unrooted Cutting,200,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Asterales,Asteraceae,Senecio,cephalophorus,0,1245627_1,21,1,7
355,1245627,Senecio mandraliscae ,Congo,Unknown,Unrooted Cutting,200,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Asterales,Asteraceae,Senecio,mandraliscae,0,1245627_1,21,2,7
356,1245627,Senecio mandraliscae ,Congo,Unknown,Unrooted Cutting,200,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Asterales,Asteraceae,Senecio,mandraliscae,0,1245627_1,21,1,7
357,1245627,Unknown,Congo,Unknown,Unrooted Cutting,2000,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Piperales,Piperaceae,Peperomia,clusiifolia,0,1245627_1,21,2,7
358,1245627,Crassula ovata,Congo,Unknown,Unrooted Cutting,200,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Saxifragales,Crassulaceae,Crassula,ovata,0,1245627_1,21,1,7
359,1245627,Crassula arborescens,Congo,Unknown,Unrooted Cutting,200,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Saxifragales,Crassulaceae,Crassula,arborescens,0,1245627_1,21,1,7
360,1245627,Unknown,Congo,Unknown,Unrooted Cutting,400,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Saxifragales,Crassulaceae,Crassula,dependens,0,1245627_1,21,2,7
361,1245627,Cotyledon sp.,Congo,Unknown,Unrooted Cutting,1600,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Saxifragales,Crassulaceae,Cotyledon,Unknown,0,1245627_1,21,2,7
362,1245627,Unknown,Congo,Unknown,Unrooted Cutting,400,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_628,Unknown,Saxifragales,Crassulaceae,Crassula,barklyi,0,1245627_1,21,1,7
199,2320629,Trachelospermum sp.,St Kitts and Nevis,Hamilton Farms Co,Unrooted Cutting,15000,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_630,Unknown,Gentianales,Apocynaceae,Trachelospermum,Unknown,0,2320629_1,15,5,9
467,1769653,Impatiens hawkerii,Ecuador,Plant Inventions Ecuadora,Unrooted Cutting,12400,PRECISE OUTSOURCING,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_654,Unknown,Geraniales,Balsaminaceae,Impatiens,hawkeri,0,1769653_1,4,4,4
468,1769653,Impatiens hawkerii,Ecuador,Plant Inventions Ecuadora,Unrooted Cutting,12400,PRECISE OUTSOURCING,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_654,Unknown,Geraniales,Balsaminaceae,Impatiens,hawkeri,0,1769653_1,4,4,4
410,1753654,Cyrtomium falcatum,Belgium,Unknown,Rooted Plant (including grafted),3024,TEST LOGISTICS LTD,Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_655,Unknown,Polypodiales,Dryopteridaceae,Cyrtomium,falcatum,0,1753654_2,4,1,4
296,968465,Echeveria agavoides,Jamaica,Unknown,Unrooted Cutting,48200,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_66,Drummer Man Inc,Saxifragales,Crassulaceae,Echeveria,agavoides,0,968465_1,84,3,8
297,968465,Echeveria pulidonis,Jamaica,Unknown,Unrooted Cutting,7000,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_66,Drummer Man Inc,Saxifragales,Crassulaceae,Echeveria,pulidonis,0,968465_1,84,24,8
298,968465,Echeveria lilacina,Jamaica,Unknown,Unrooted Cutting,22000,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_66,Drummer Man Inc,Saxifragales,Crassulaceae,Echeveria,lilacina,0,968465_1,84,2,8
299,968465,Peperomia albovittata,Jamaica,Unknown,Unrooted Cutting,2000,TEST LOGISTICS LTD,JFK PIS,Airport - Aircraft - Cargo - PIS,INS_66,Drummer Man Inc,Piperales,Piperaceae,Peperomia,albovittata,0,968465_1,84,11,8
201,748766,Monstera sp.,Vietnam,MISO SOUP TIME,Unrooted Cutting,210,BETA SHIPPING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_67,MISO SOUP TIME,Alismatales,Araceae,Monstera,Unknown,0,748766_1,2,2,2
202,748766,Monstera sp.,Vietnam,MISO SOUP TIME,Unrooted Cutting,210,BETA SHIPPING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_67,MISO SOUP TIME,Alismatales,Araceae,Monstera,Unknown,0,748766_1,2,2,2
203,748766,Monstera sp.,Vietnam,MISO SOUP TIME,Unrooted Cutting,210,BETA SHIPPING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_67,MISO SOUP TIME,Alismatales,Araceae,Monstera,Unknown,0,748766_1,2,2,2
204,748766,Monstera sp.,Vietnam,MISO SOUP TIME,Unrooted Cutting,210,BETA SHIPPING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_67,MISO SOUP TIME,Alismatales,Araceae,Monstera,Unknown,0,748766_1,2,2,2
205,748766,Monstera sp.,Vietnam,MISO SOUP TIME,Unrooted Cutting,210,BETA SHIPPING CORP,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_67,MISO SOUP TIME,Alismatales,Araceae,Monstera,Unknown,0,748766_1,2,2,2
101,2547678,Calibrachoa sp.,Jamaica,ALL CAPS PLANTS,Unrooted Cutting,600,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_679,Unknown,Solanales,Solanaceae,Calibrachoa,Unknown,0,2547678_1,27,1,7
102,2547678,Lobelia erinus,Jamaica,ALL CAPS PLANTS,Unrooted Cutting,20200,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_679,Unknown,Asterales,Campanulaceae,Lobelia,erinus,0,2547678_1,27,18,7
103,2547678,Begonia sp.,Jamaica,ALL CAPS PLANTS,Unrooted Cutting,200,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_679,Unknown,Violales,Begoniaceae,Begonia,Unknown,0,2547678_1,27,1,7
104,2547678,Bidens ferulifolia ,Jamaica,ALL CAPS PLANTS,Unrooted Cutting,500,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_679,Unknown,Asterales,Asteraceae,Bidens,ferulifolia,0,2547678_1,27,1,7
105,2547678,Petunia sp.,Jamaica,ALL CAPS PLANTS,Unrooted Cutting,2800,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_679,Unknown,Solanales,Solanaceae,Petunia,Unknown,0,2547678_1,27,1,7
106,2547678,Begonia sp.,Jamaica,ALL CAPS PLANTS,Unrooted Cutting,200,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_679,Unknown,Violales,Begoniaceae,Begonia,Unknown,0,2547678_1,27,1,7
107,2547678,Bidens ferulifolia ,Jamaica,ALL CAPS PLANTS,Unrooted Cutting,500,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_679,Unknown,Asterales,Asteraceae,Bidens,ferulifolia,0,2547678_1,27,5,7
108,2547678,Petunia sp.,Jamaica,ALL CAPS PLANTS,Unrooted Cutting,2800,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_679,Unknown,Solanales,Solanaceae,Petunia,Unknown,0,2547678_1,27,1,7
109,2547678,Lantana camara,Jamaica,ALL CAPS PLANTS,Unrooted Cutting,68600,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_679,Unknown,Lamiales,Verbenaceae,Lantana,camara,0,2547678_1,27,2,7
110,2547678,Begonia sp.,Jamaica,ALL CAPS PLANTS,Unrooted Cutting,200,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_679,Unknown,Violales,Begoniaceae,Begonia,Unknown,0,2547678_1,27,2,7
111,2547678,Scaevola aemula,Jamaica,ALL CAPS PLANTS,Unrooted Cutting,1800,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_679,Unknown,Asterales,Goodeniaceae,Scaevola,aemula,0,2547678_1,27,1,7
112,2547678,Begonia sp.,Jamaica,ALL CAPS PLANTS,Unrooted Cutting,200,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_679,Unknown,Violales,Begoniaceae,Begonia,Unknown,0,2547678_1,27,1,7
113,2547678,Begonia sp.,Jamaica,ALL CAPS PLANTS,Unrooted Cutting,200,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_679,Unknown,Violales,Begoniaceae,Begonia,Unknown,0,2547678_1,27,2,7
114,2547678,Bidens ferulifolia ,Jamaica,ALL CAPS PLANTS,Unrooted Cutting,500,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_679,Unknown,Asterales,Asteraceae,Bidens,ferulifolia,0,2547678_1,27,5,7
115,2547678,Pentas lanceolata,Jamaica,ALL CAPS PLANTS,Unrooted Cutting,200,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_679,Unknown,Gentianales,Rubiaceae,Pentas,lanceolata,0,2547678_1,27,1,7
116,2547678,Bidens ferulifolia ,Jamaica,ALL CAPS PLANTS,Unrooted Cutting,500,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_679,Unknown,Asterales,Asteraceae,Bidens,ferulifolia,0,2547678_1,27,18,7
117,2547678,Catharanthus roseus,Jamaica,ALL CAPS PLANTS,Unrooted Cutting,100,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_679,Unknown,Gentianales,Apocynaceae,Catharanthus,roseus,0,2547678_1,27,18,7
118,2547678,Verbena hortensis,Jamaica,ALL CAPS PLANTS,Unrooted Cutting,6100,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_679,Unknown,Lamiales,Verbenaceae,Verbena,hortensis,0,2547678_1,27,1,7
119,2547678,Catharanthus roseus,Jamaica,ALL CAPS PLANTS,Unrooted Cutting,100,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_679,Unknown,Gentianales,Apocynaceae,Catharanthus,roseus,0,2547678_1,27,2,7
120,2547678,Scaevola aemula,Jamaica,ALL CAPS PLANTS,Unrooted Cutting,1800,TEST LOGISTICS LTD,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_679,Unknown,Asterales,Goodeniaceae,Scaevola,aemula,0,2547678_1,27,1,7
35,879367,Hedera sp.,Jamaica,Greenhouse Exposition SA,Unrooted Cutting,10000,"PEPPERIDGE FARMS BROKERS, INC.",Miami PIS,Airport - Aircraft - Cargo - PIS,INS_68,Greenhouse Exposition (Argo The Movie) S.A.,Apiales,Araliaceae,Hedera,Unknown,0,879367_1,71,10,16
36,879367,Crassula ovata,Jamaica,Greenhouse Exposition SA,Unrooted Cutting,3000,"PEPPERIDGE FARMS BROKERS, INC.",Miami PIS,Airport - Aircraft - Cargo - PIS,INS_68,Greenhouse Exposition (Argo The Movie) S.A.,Saxifragales,Crassulaceae,Crassula,ovata,0,879367_1,71,10,16
37,879367,Epipremnum sp.,Jamaica,Greenhouse Exposition SA,Unrooted Cutting,10000,"PEPPERIDGE FARMS BROKERS, INC.",Miami PIS,Airport - Aircraft - Cargo - PIS,INS_68,Greenhouse Exposition (Argo The Movie) S.A.,Alismatales,Araceae,Epipremnum,Unknown,0,879367_1,71,10,16
440,1327681,Monstera sp.,Vietnam,Ms Doubtfire,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),150,UMBRELLA BROKERAGE INC.,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_682,Mr White,Alismatales,Araceae,Monstera,Unknown,0,1327681_1,1,1,1
441,1327681,Monstera sp.,Vietnam,Ms Doubtfire,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),150,UMBRELLA BROKERAGE INC.,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_682,Mr White,Alismatales,Araceae,Monstera,Unknown,0,1327681_1,1,1,1
513,1627681,Yucca guatemalensis,Jamaica,REVERSO LUA S.A 1-31,Rooted Plant (including grafted),909,ARMS DEALER WORLD GROUP INC,Miami PIS,Maritime Port - Vessel - Cargo - PIS,INS_682,INDY 500,Asparagales,Asparagaceae,Yucca,guatemalensis,0,1627681_1,18,3,11
458,1381690,Dieffenbachia sp.,St Kitts and Nevis,Bob Costa Ranch,Unrooted Plant,1541,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_691,Bob Costa Ranch LLC,Alismatales,Araceae,Dieffenbachia,Unknown,0,1381690_1,160,1,17
459,1381690,Mammillaria sp.,St Kitts and Nevis,Bob Costa Ranch,Unrooted Plant,1311,REM,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_691,Bob Costa Ranch LLC,Caryophyllales,Cactaceae,Mammillaria,Unknown,0,1381690_1,160,1,17
372,2520706,Dracaena deremensis,Ecuador,Hocus Pocus Locusts,Rooted Plant (including grafted),13620,ARMS DEALER WORLD GROUP INC,Miami PIS,Maritime Port - Vessel - Cargo - PIS,INS_707,Unknown,Asparagales,Asparagaceae,Dracaena,deremensis,0,2520706_2,7,7,6
373,2520706,Dracaena deremensis,Ecuador,Hocus Pocus Locusts,Rooted Plant (including grafted),13620,ARMS DEALER WORLD GROUP INC,Miami PIS,Maritime Port - Vessel - Cargo - PIS,INS_707,Unknown,Asparagales,Asparagaceae,Dracaena,deremensis,0,2520706_2,7,7,6
374,2520706,Dracaena deremensis,Ecuador,Hocus Pocus Locusts,Rooted Plant (including grafted),13620,ARMS DEALER WORLD GROUP INC,Miami PIS,Maritime Port - Vessel - Cargo - PIS,INS_707,Unknown,Asparagales,Asparagaceae,Dracaena,deremensis,0,2520706_2,7,7,6
258,2108707,Galium odoratum ,Peru,Jimy Chu Peru HHH,Unrooted Cutting,2100,WWE SUPPLY CHAIN SOLUTION,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_708,Unknown,Gentianales,Rubiaceae,Galium,odoratum,0,2108707_1,243,1,8
259,2108707,Artemisia arborescens ,Peru,Jimy Chu Peru HHH,Unrooted Cutting,1600,WWE SUPPLY CHAIN SOLUTION,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_708,Unknown,Asterales,Asteraceae,Artemisia,arborescens,0,2108707_1,243,2,8
260,2108707,Artemisia stelleriana ,Peru,Jimy Chu Peru HHH,Unrooted Cutting,150,WWE SUPPLY CHAIN SOLUTION,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_708,Unknown,Asterales,Asteraceae,Artemisia,stelleriana,0,2108707_1,243,8,8
261,2108707,Digitalis sp.,Peru,Jimy Chu Peru HHH,Unrooted Cutting,2500,WWE SUPPLY CHAIN SOLUTION,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_708,Unknown,Lamiales,Plantaginaceae,Digitalis,Unknown,0,2108707_1,243,13,8
389,2416708,Sagittaria subulata,Bhutan,Not Selected,"Root cutting, crown, or clump, Tuberous Root",2500,"STOP LOGISTICS, LLC",Atlanta PIS,Airport - Aircraft - Cargo - PIS,INS_709,Unknown,Alismatales,Alismataceae,Sagittaria,subulata,0,2416708_1,72,3,12
9,721970,Euryops sp.,Ecuador,Plant Inventions Ecuadora 1-4,Unrooted Cutting,1000,PRECISE OUTSOURCING,Miami PIS,Airport - Aircraft - Cargo - PIS,INS_71,Plant Inventions Ecuadora,Asterales,Asteraceae,Euryops,Unknown,0,721970_1,18,1,9
