INSPECTION_NUMBER,INSPECTION_LOCATION_NAME,PATHWAY,COUNTRY_OF_ORIGIN_NAME,PROPAGATIVE_MATERIAL_TYPE,TOTAL_SAMPLING_UNITS,TOTAL_PLANT_QUANTITY,PRODUCER
INS-9863,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",27,301,Armstrong Growers
INS-6854,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",905,83508,Silver Terrace Nursery
INS-9128,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",119,5077,Timberline Nursery Inc.
INS-7530,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),985,10359,Battlefield Farms
INS-2060,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),329,1756,Tagawa Greenhouses
INS-7269,Miami PIS,Train,Netherlands,"Root cutting, crown, or clump, Tuberous Root",623,21966,Lucas Greenhouses
INS-5244,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),476,42016,Woodburn Nursery & Azaleas
INS-9228,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),213,122,Welby Gardens Co. Inc.
INS-8409,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),612,22980,"Farmers' West Flowers & Bouquets, Inc."
INS-1848,Los Angeles PIS,Train,Japan,"Root cutting, crown, or clump, Tuberous Root",243,20554,Sunshine Floral Inc.
INS-2131,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),42,3152,"Farmers' West Flowers & Bouquets, Inc."
INS-1581,Los Angeles PIS,Truck,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),875,13191,"B&H Flowers, Inc."
INS-5298,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),937,7640,Rocket Farms
INS-1680,Atlanta PIS,Air,New Zeland,Budwood/Graftwood (scion),235,9910,Petitti Garden Center (Casa Verde)
INS-7522,Atlanta PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",523,44687,Color Star Growers
INS-6102,Los Angeles PIS,Train,New Zeland,"Root cutting, crown, or clump, Tuberous Root",578,34423,Nurserymen's Exchange
INS-8632,Los Angeles PIS,Air,New Zeland,Budwood/Graftwood (scion),171,10117,El Modeno Gardens Inc.
INS-3586,Los Angeles PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),52,1057,Gallup & Stribling Orchids Inc.
INS-5664,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),605,22770,"Matsui Nursery, Inc."
INS-1908,Los Angeles PIS,Train,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),478,43247,"Stacy's Greenhouses, Inc."
INS-9037,Atlanta PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",470,15175,Bell Nursery
INS-2440,Miami PIS,Train,India,"Bulb, Corm, Rhizome, Tuberous Stem",729,28203,Tagawa Greenhouses
INS-1821,Atlanta PIS,Air,Netherlands,Budwood/Graftwood (scion),175,14303,'Nash Greenhouses
INS-2813,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),889,73665,Elzinga & Hoeksema Greenhouses
INS-8409,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),612,22980,"Farmers' West Flowers & Bouquets, Inc."
INS-1848,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",567,51184,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-6615,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),659,13973,Dan & Jerry's Greenhouse
INS-7693,Los Angeles PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),500,30968,"B&H Flowers, Inc."
INS-7724,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",15,981,Dan & Jerry's Greenhouse
INS-2582,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",577,31405,Bob's Market & Greenhouses Inc.
INS-1430,Los Angeles PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",333,4496,Paul Ecke Ranch
INS-4891,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",486,15505,Valley Flowers
INS-2790,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",344,33883,Welby Gardens Co. Inc.
INS-7269,Miami PIS,Train,Netherlands,"Root cutting, crown, or clump, Tuberous Root",623,21966,Lucas Greenhouses
INS-4193,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",309,18540,Metrolina Greenhouses
INS-4891,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",486,15505,Valley Flowers
INS-1884,Miami PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",603,26974,Milgro Nursery Inc.
INS-6156,Los Angeles PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",98,4940,Van Wingerden International Inc.
INS-2502,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),458,19235,Operation
INS-7048,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",711,17527,Dan Schantz Farm
INS-1585,Los Angeles PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",888,86274,Armstrong Growers
INS-9803,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",758,25844,Green Valley Growers
INS-7073,Atlanta PIS,Train,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),749,13492,Timberline Nursery Inc.
INS-2474,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),714,15475,Gallup & Stribling Orchids Inc.
INS-1145,Los Angeles PIS,Air,India,Budwood/Graftwood (scion),781,31662,Bob's Market & Greenhouses Inc.
INS-4012,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),247,20448,Sawyer Nursery
INS-2293,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",971,63679,Alex R. Masson
INS-2949,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),878,35709,Burgett Geothermal Greenhouses
INS-8939,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",855,80437,Floral Plant Growers LLC
INS-6510,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),498,47141,Green Valley Growers
INS-2440,Miami PIS,Train,India,"Bulb, Corm, Rhizome, Tuberous Stem",729,28203,Tagawa Greenhouses
INS-6127,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),443,7557,Alex R. Masson
INS-3277,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",112,1726,Kube-Pak
INS-9804,Los Angeles PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",952,17007,Twixwood Nursery LLC
INS-1224,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",43,3836,Operation
INS-7546,Miami PIS,Air,Japan,Budwood/Graftwood (scion),108,10451,Welby Gardens Co. Inc.
INS-8000,Miami PIS,Air,India,Budwood/Graftwood (scion),855,36513,Altman Plants
INS-1520,Miami PIS,Sea,India,Budwood/Graftwood (scion),180,14246,Altman Plants
INS-2403,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",759,9250,Wenke Greenhouses
INS-4443,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",321,31657,Delray Plants Inc.
INS-8926,Atlanta PIS,Air,India,Budwood/Graftwood (scion),210,18237,"Olive Hill Greenhouses, Inc."
INS-5904,Miami PIS,Air,India,Budwood/Graftwood (scion),400,23093,Grower Direct Farms
INS-6866,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",638,9823,Elzinga & Hoeksema Greenhouses
INS-8142,Los Angeles PIS,Sea,India,Budwood/Graftwood (scion),672,19350,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-8562,Atlanta PIS,Air,India,Budwood/Graftwood (scion),620,39210,"Matsui Nursery, Inc."
INS-5200,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",942,66836,Hiebert Greenhouse of South Dakota
INS-5610,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),96,232,Bailey Nurseries
INS-7484,Miami PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),41,1475,Altman Plants
INS-3453,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),857,44873,Dewar Nurseries
INS-8776,Atlanta PIS,Sea,India,Budwood/Graftwood (scion),506,15823,Northwest Horticulture
INS-1183,Atlanta PIS,Air,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),196,12962,DeLeon's Bromeliads
INS-2643,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",461,9337,Northwest Horticulture
INS-8238,Atlanta PIS,Air,India,Budwood/Graftwood (scion),443,4857,Dewar Nurseries
INS-4035,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),546,2192,O.F. Nelson & Sons Nursery Inc.
INS-2251,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",205,4411,Hiebert Greenhouse of South Dakota
INS-2562,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),291,28218,'Riverview Flower Farm
INS-5871,Miami PIS,Air,Japan,Budwood/Graftwood (scion),841,71205,Pacifica Flowers
INS-8707,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),940,24501,Kerry's Bromeliads
INS-1585,Los Angeles PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",888,86274,Armstrong Growers
INS-1220,Miami PIS,Train,India,"Bulb, Corm, Rhizome, Tuberous Stem",925,35837,Armstrong Growers
INS-5114,Miami PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",331,18009,Sawyer Nursery
INS-9626,Atlanta PIS,Air,New Zeland,Budwood/Graftwood (scion),354,13979,DeLeon's Bromeliads
INS-3582,Miami PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",898,52438,"Bergen's Greenhouses, Inc."
INS-9632,Miami PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",597,9105,Westland Floral Co.
INS-9052,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),563,8800,Dewar Nurseries
INS-3607,Miami PIS,Train,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),238,14613,"Costa Farms, LLC"
INS-8477,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),955,10110,California Pajarosa
INS-7108,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",204,7310,Aldershot of New Mexico Inc.
INS-5618,Miami PIS,Air,India,Budwood/Graftwood (scion),485,26583,Battlefield Farms
INS-4729,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),171,13298,Color Star Growers
INS-8477,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),955,10110,California Pajarosa
INS-8206,Atlanta PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",76,3856,Battlefield Farms
INS-7744,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),648,62804,GroLink Plant Co.
INS-9978,Atlanta PIS,Air,India,Budwood/Graftwood (scion),83,4860,Dewar Nurseries
INS-5208,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),332,5194,Kerry's Bromeliads
INS-8409,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),612,22980,"Farmers' West Flowers & Bouquets, Inc."
INS-8848,Los Angeles PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",315,10507,Polk Nursery Company Inc.
INS-2849,Miami PIS,Train,India,"Bulb, Corm, Rhizome, Tuberous Stem",352,14646,Aris (formerly Yoder Brothers)
INS-1255,Los Angeles PIS,Sea,Netherlands,Budwood/Graftwood (scion),683,11499,Panzer Nursery
INS-4620,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),560,11456,Blue Ridge Growers
INS-8805,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",474,40010,Gallup & Stribling Orchids Inc.
INS-3620,Atlanta PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",763,43708,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-7269,Miami PIS,Train,Netherlands,"Root cutting, crown, or clump, Tuberous Root",623,21966,Lucas Greenhouses
INS-1061,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",177,3219,Kerry's Bromeliads
INS-4189,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",791,38357,El Modeno Gardens Inc.
INS-6624,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),806,46581,Kitayama Brothers
INS-2103,Atlanta PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",445,26548,Westland Floral Co.
INS-9111,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),1,38,Bell Nursery
INS-2328,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",980,33721,Colorama Wholesale Nursery
INS-9205,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",969,36534,Rockwell Farms Inc.
INS-2934,Atlanta PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),928,90985,GroLink Plant Co.
INS-9970,Los Angeles PIS,Sea,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),261,100,Colorama Wholesale Nursery
INS-6526,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),513,41056,Plant Marketing LLC
INS-1709,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),788,23678,N.G. Heimos Greenhouses
INS-1508,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",297,1984,DeLeon's Bromeliads
INS-1623,Atlanta PIS,Air,India,Budwood/Graftwood (scion),366,1511,Four Star Greenhouses
INS-6402,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",302,22911,"Matsui Nursery, Inc."
INS-8456,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",743,61049,Maria Gardens Greenhouses Inc.
INS-4618,Atlanta PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),633,32459,Garden State Growers
INS-4862,Miami PIS,Sea,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),534,32752,Kube-Pak
INS-6402,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",302,22911,"Matsui Nursery, Inc."
INS-5881,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),350,22047,Smith Gardens
INS-7112,Los Angeles PIS,Train,India,"Bulb, Corm, Rhizome, Tuberous Stem",523,31350,O.F. Nelson & Sons Nursery Inc.
INS-5167,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",72,3384,California Pajarosa
INS-7435,Miami PIS,Air,Netherlands,Budwood/Graftwood (scion),545,34998,Harts Nursery
INS-9975,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",906,15839,Delray Plants Inc.
INS-4117,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),857,14671,Operation
INS-1141,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),3,48,Wenke Greenhouses
INS-2055,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),292,28878,The Sun Valley Group
INS-6102,Los Angeles PIS,Train,New Zeland,"Root cutting, crown, or clump, Tuberous Root",578,34423,Nurserymen's Exchange
INS-4061,Miami PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",959,87747,Metrolina Greenhouses
INS-9485,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",190,9849,Wenke Greenhouses
INS-6677,Miami PIS,Train,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",743,38210,O.F. Nelson & Sons Nursery Inc.
INS-5706,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",628,27141,Armstrong Growers
INS-8236,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",230,2517,Hines Horticulture
INS-3335,Los Angeles PIS,Air,New Zeland,Budwood/Graftwood (scion),792,39390,Bob's Market & Greenhouses Inc.
INS-8509,Miami PIS,Train,Japan,Budwood/Graftwood (scion),412,39122,Panzer Nursery
INS-1013,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",960,55685,Van de Wetering Greenhouses Inc.
INS-6650,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",509,48100,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-9405,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),102,942,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-8164,Miami PIS,Sea,India,Budwood/Graftwood (scion),530,41649,'Riverview Flower Farm
INS-8776,Atlanta PIS,Sea,India,Budwood/Graftwood (scion),506,15823,Northwest Horticulture
INS-4534,Los Angeles PIS,Train,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),847,5545,Rockwell Farms Inc.
INS-8544,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",46,470,White's Nursery & Greenhouses Inc.
INS-6098,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",25,5,Grower Direct Farms
INS-6650,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",509,48100,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-1418,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",814,37729,"Matsui Nursery, Inc."
INS-2790,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",344,33883,Welby Gardens Co. Inc.
INS-6098,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",25,5,Grower Direct Farms
INS-1418,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",814,37729,"Matsui Nursery, Inc."
INS-7611,Los Angeles PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",419,2940,Panzer Nursery
INS-8662,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",983,25021,Aldershot of New Mexico Inc.
INS-9232,Los Angeles PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",76,164,Maria Gardens Greenhouses Inc.
INS-1821,Atlanta PIS,Air,Netherlands,Budwood/Graftwood (scion),175,14303,'Nash Greenhouses
INS-9468,Miami PIS,Train,New Zeland,"Root cutting, crown, or clump, Tuberous Root",582,43077,Delray Plants Inc.
INS-1520,Miami PIS,Sea,India,Budwood/Graftwood (scion),180,14246,Altman Plants
INS-5197,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",875,6563,Floral Plant Growers LLC
INS-8662,Miami PIS,Sea,India,"Bulb, Corm, Rhizome, Tuberous Stem",983,25021,Aldershot of New Mexico Inc.
INS-1585,Los Angeles PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",888,86274,Armstrong Growers
INS-1182,Miami PIS,Sea,Netherlands,Budwood/Graftwood (scion),657,38118,Bob's Market & Greenhouses Inc.
INS-1194,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),314,25352,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-5618,Miami PIS,Air,India,Budwood/Graftwood (scion),485,26583,Battlefield Farms
INS-8475,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",279,15148,Post Gardens Inc.
INS-2060,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),329,1756,Tagawa Greenhouses
INS-2055,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),292,28878,The Sun Valley Group
INS-6172,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),242,9861,Valley Flowers
INS-3102,Miami PIS,Air,Netherlands,"Root cutting, crown, or clump, Tuberous Root",7,348,Green Circle Growers
INS-7546,Atlanta PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",403,33738,Polk Nursery Company Inc.
INS-9538,Los Angeles PIS,Air,Netherlands,Budwood/Graftwood (scion),599,30988,Westland Floral Co.
INS-7806,Los Angeles PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",308,13148,Twixwood Nursery LLC
INS-8969,Miami PIS,Sea,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",231,9864,Twixwood Nursery LLC
INS-5664,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),605,22770,"Matsui Nursery, Inc."
INS-8575,Miami PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",276,9669,Kitayama Brothers
INS-2476,Miami PIS,Train,India,Budwood/Graftwood (scion),528,11387,Kent's Bromeliads Nursery Inc.
INS-1581,Los Angeles PIS,Truck,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),875,13191,"B&H Flowers, Inc."
INS-6866,Miami PIS,Sea,Netherlands,"Root cutting, crown, or clump, Tuberous Root",638,9823,Elzinga & Hoeksema Greenhouses
INS-1395,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",870,15043,"Stacy's Greenhouses, Inc."
INS-9067,Los Angeles PIS,Sea,New Zeland,Budwood/Graftwood (scion),835,76569,Ocean Breeze International
INS-7203,Atlanta PIS,Air,India,Budwood/Graftwood (scion),744,9637,Plant Marketing LLC
INS-9582,Atlanta PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",317,19770,"Farmers' West Flowers & Bouquets, Inc."
INS-3880,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",96,1578,Tagawa Greenhouses
INS-5273,Miami PIS,Train,Japan,Budwood/Graftwood (scion),811,3444,Gallup & Stribling Orchids Inc.
INS-7611,Los Angeles PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",419,2940,Panzer Nursery
INS-3218,Miami PIS,Sea,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",643,8866,Floral Plant Growers LLC
INS-5937,Atlanta PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",61,2161,Dan & Jerry's Greenhouse
INS-6917,Miami PIS,Air,Japan,Budwood/Graftwood (scion),623,32893,Kitayama Brothers
INS-9821,Atlanta PIS,Air,New Zeland,Budwood/Graftwood (scion),942,9454,Van Wingerden International Inc.
INS-7630,Miami PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),777,37348,Van de Wetering Greenhouses Inc.
INS-1908,Los Angeles PIS,Train,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),478,43247,"Stacy's Greenhouses, Inc."
INS-5197,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",875,6563,Floral Plant Growers LLC
INS-6402,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",302,22911,"Matsui Nursery, Inc."
INS-2243,Miami PIS,Air,New Zeland,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),200,12894,Grower Direct Farms
INS-4772,Los Angeles PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),242,16297,Colorama Wholesale Nursery
INS-3607,Miami PIS,Train,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),238,14613,"Costa Farms, LLC"
INS-1976,Los Angeles PIS,Sea,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),295,25161,Dallas Johnson Greenhouses
INS-5618,Miami PIS,Air,India,Budwood/Graftwood (scion),485,26583,Battlefield Farms
INS-2377,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),721,60224,Van de Wetering Greenhouses Inc.
INS-6405,Atlanta PIS,Air,Japan,Budwood/Graftwood (scion),895,32472,Henry Mast Greenhouses/Masterpiece Flower Co LLC
INS-2399,Miami PIS,Air,New Zeland,"Bulb, Corm, Rhizome, Tuberous Stem",617,20440,Rocket Farms
INS-7522,Atlanta PIS,Sea,Japan,"Root cutting, crown, or clump, Tuberous Root",523,44687,Color Star Growers
INS-2643,Miami PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",461,9337,Northwest Horticulture
INS-9111,Miami PIS,Sea,Netherlands,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),1,38,Bell Nursery
INS-1202,Atlanta PIS,Air,India,Budwood/Graftwood (scion),178,6190,Operation
INS-5706,Atlanta PIS,Air,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",628,27141,Armstrong Growers
INS-3930,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",471,6545,Operation
INS-3065,Los Angeles PIS,Air,Japan,"Root cutting, crown, or clump, Tuberous Root",927,42385,Aris (formerly Yoder Brothers)
INS-5167,Los Angeles PIS,Air,India,"Bulb, Corm, Rhizome, Tuberous Stem",72,3384,California Pajarosa
INS-8681,Atlanta PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),960,37792,Hermann Engelmann Greenhouses
INS-9218,Atlanta PIS,Air,India,"Root cutting, crown, or clump, Tuberous Root",161,8955,O.F. Nelson & Sons Nursery Inc.
INS-3818,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),789,36930,California Pajarosa
INS-2293,Miami PIS,Sea,India,"Root cutting, crown, or clump, Tuberous Root",971,63679,Alex R. Masson
INS-7504,Los Angeles PIS,Sea,New Zeland,"Root cutting, crown, or clump, Tuberous Root",166,14485,Metrolina Greenhouses
INS-6287,Miami PIS,Air,India,Budwood/Graftwood (scion),302,14741,Van de Wetering Greenhouses Inc.
INS-2790,Atlanta PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",344,33883,Welby Gardens Co. Inc.
INS-7759,Miami PIS,Air,Netherlands,"Bulb, Corm, Rhizome, Tuberous Stem",779,48835,"B&H Flowers, Inc."
INS-5664,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),605,22770,"Matsui Nursery, Inc."
INS-6854,Miami PIS,Sea,Japan,"Bulb, Corm, Rhizome, Tuberous Stem",905,83508,Silver Terrace Nursery
INS-4212,Los Angeles PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),746,27850,Polk Nursery Company Inc.
INS-4804,Miami PIS,Air,India,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),638,24613,Pacifica Flowers
INS-2463,Miami PIS,Sea,Japan,Budwood/Graftwood (scion),946,78283,Bob's Market & Greenhouses Inc.
INS-7744,Miami PIS,Air,Japan,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),648,62804,GroLink Plant Co.
