INSPECTION_ID,COUNTRY_OF_ORIGIN_NAME,IMPORTER_NAME,PRODUCER_NAME,PROPAGATIVE_MATERIAL_TYPE,QUANTITY,BROKER_NAME,INSPECTION_LOCATION_NAME,PATHWAY,INSPECTION_NUMBER,action,RISK_UNIT,TOTAL_SAMPLING_UNITS_FOR_RISK_UNIT,SAMPLING_UNITS_FOR_INSPECTION_UNIT,REQUIRED_NUMBER_OF_BOXES
107,Thailand,FAKE IMPORTER 5,Unknown,Unrooted Cutting,191,FAKE BROKER 7,PIS 2,Pathway 1,INS_885,0,107_1,40,29,11
107,Thailand,FAKE IMPORTER 10,Unknown,Unrooted Cutting,649,FAKE BROKER 1,PIS 2,Pathway 1,INS_885,0,107_1,40,29,11
108,Colombia,FAKE IMPORTER 6,Unknown,Meristem or Callus Tissue Culture (micropropagated/in vitro culture),8000,FAKE BROKER 46,PIS 1,Pathway 1,INS_901,0,108_2,34,22,7
109,Ecuador,FAKE IMPORTER 49,LANDFALL BEAUTY CONGO LTD,Rooted Plant (including grafted),11400,FAKE BROKER 35,PIS 1,Pathway 1,INS_931,0,109_1,49,3,8
109,Ecuador,FAKE IMPORTER 35,LANDFALL BEAUTY CONGO LTD,Rooted Plant (including grafted),11400,FAKE BROKER 40,PIS 1,Pathway 1,INS_931,0,109_1,49,1,8
109,Ecuador,FAKE IMPORTER 18,LANDFALL BEAUTY CONGO LTD,Rooted Plant (including grafted),3900,FAKE BROKER 16,PIS 1,Pathway 1,INS_931,0,109_1,49,3,8
109,Ecuador,FAKE IMPORTER 27,LANDFALL BEAUTY CONGO LTD,Rooted Plant (including grafted),800,FAKE BROKER 43,PIS 1,Pathway 1,INS_931,0,109_1,49,9,8
109,Ecuador,FAKE IMPORTER 29,LANDFALL BEAUTY CONGO LTD,Rooted Plant (including grafted),3900,FAKE BROKER 21,PIS 1,Pathway 1,INS_931,0,109_1,49,1,8
109,Ecuador,FAKE IMPORTER 40,LANDFALL BEAUTY CONGO LTD,Rooted Plant (including grafted),3900,FAKE BROKER 15,PIS 1,Pathway 1,INS_931,0,109_1,49,1,8
109,Ecuador,FAKE IMPORTER 21,LANDFALL BEAUTY CONGO LTD,Rooted Plant (including grafted),24400,FAKE BROKER 21,PIS 1,Pathway 1,INS_931,0,109_1,49,8,8
109,Ecuador,FAKE IMPORTER 30,LANDFALL BEAUTY CONGO LTD,Rooted Plant (including grafted),9800,FAKE BROKER 6,PIS 1,Pathway 1,INS_931,0,109_1,49,3,8
109,Ecuador,FAKE IMPORTER 5,LANDFALL BEAUTY CONGO LTD,Rooted Plant (including grafted),3900,FAKE BROKER 40,PIS 1,Pathway 1,INS_931,0,109_1,49,9,8
109,Ecuador,FAKE IMPORTER 16,LANDFALL BEAUTY CONGO LTD,Rooted Plant (including grafted),3900,FAKE BROKER 46,PIS 1,Pathway 1,INS_931,0,109_1,49,9,8
109,Ecuador,FAKE IMPORTER 25,LANDFALL BEAUTY CONGO LTD,Rooted Plant (including grafted),11400,FAKE BROKER 35,PIS 1,Pathway 1,INS_931,0,109_1,49,9,8
109,Ecuador,FAKE IMPORTER 28,LANDFALL BEAUTY CONGO LTD,Rooted Plant (including grafted),9500,FAKE BROKER 35,PIS 1,Pathway 1,INS_931,0,109_1,49,8,8
109,Ecuador,FAKE IMPORTER 15,LANDFALL BEAUTY CONGO LTD,Rooted Plant (including grafted),9800,FAKE BROKER 29,PIS 1,Pathway 1,INS_931,0,109_1,49,1,8
109,Ecuador,FAKE IMPORTER 31,LANDFALL BEAUTY CONGO LTD,Rooted Plant (including grafted),800,FAKE BROKER 14,PIS 1,Pathway 1,INS_931,0,109_1,49,8,8
109,Ecuador,FAKE IMPORTER 27,LANDFALL BEAUTY CONGO LTD,Rooted Plant (including grafted),24400,FAKE BROKER 16,PIS 1,Pathway 1,INS_931,0,109_1,49,3,8
109,Ecuador,FAKE IMPORTER 45,LANDFALL BEAUTY CONGO LTD,Rooted Plant (including grafted),800,FAKE BROKER 11,PIS 1,Pathway 1,INS_931,0,109_1,49,1,8
109,Ecuador,FAKE IMPORTER 46,LANDFALL BEAUTY CONGO LTD,Rooted Plant (including grafted),11400,FAKE BROKER 28,PIS 1,Pathway 1,INS_931,0,109_1,49,8,8
109,Ecuador,FAKE IMPORTER 12,LANDFALL BEAUTY CONGO LTD,Rooted Plant (including grafted),3900,FAKE BROKER 17,PIS 1,Pathway 1,INS_931,0,109_1,49,9,8
110,Jamaica,FAKE IMPORTER 14,Unknown,Unrooted Cutting,216,FAKE BROKER 44,PIS 8,Pathway 1,INS_939,0,110_1,26,2,10
111,Congo,FAKE IMPORTER 33,Unknown,"Root cutting, crown, or clump, Tuberous Root",350,FAKE BROKER 18,PIS 2,Pathway 1,INS_940,0,111_1,219,61,13
112,Congo,FAKE IMPORTER 49,Unknown,Unrooted Cutting,24900,FAKE BROKER 48,PIS 1,Pathway 1,INS_961,0,112_1,22,2,10
113,Ecuador,FAKE IMPORTER 29,Unknown,Unrooted Cutting,5000,FAKE BROKER 2,PIS 2,Pathway 1,INS_965,0,113_1,10,5,6
114,Vietnam,FAKE IMPORTER 29,BONOS U2 PVT LTD,Unrooted Cutting,73,FAKE BROKER 10,PIS 4,Pathway 1,INS_97,0,114_1,1,1,1
114,Vietnam,FAKE IMPORTER 43,BONOS U2 PVT LTD,Unrooted Cutting,73,FAKE BROKER 33,PIS 4,Pathway 1,INS_97,0,114_1,1,1,1
114,Vietnam,FAKE IMPORTER 17,BONOS U2 PVT LTD,Unrooted Cutting,73,FAKE BROKER 16,PIS 4,Pathway 1,INS_97,0,114_1,1,1,1
114,Vietnam,FAKE IMPORTER 4,BONOS U2 PVT LTD,Unrooted Cutting,73,FAKE BROKER 18,PIS 4,Pathway 1,INS_97,0,114_1,1,1,1
114,Vietnam,FAKE IMPORTER 39,BONOS U2 PVT LTD,Unrooted Cutting,73,FAKE BROKER 47,PIS 4,Pathway 1,INS_97,0,114_1,1,1,1
114,Vietnam,FAKE IMPORTER 35,BONOS U2 PVT LTD,Unrooted Cutting,73,FAKE BROKER 15,PIS 4,Pathway 1,INS_97,0,114_1,1,1,1
114,Vietnam,FAKE IMPORTER 15,BONOS U2 PVT LTD,Unrooted Cutting,73,FAKE BROKER 50,PIS 4,Pathway 1,INS_97,0,114_1,1,1,1
114,Vietnam,FAKE IMPORTER 47,BONOS U2 PVT LTD,Unrooted Cutting,73,FAKE BROKER 1,PIS 4,Pathway 1,INS_97,0,114_1,1,1,1
115,Congo,FAKE IMPORTER 7,VIVIANS INTERNATIONAL MAN,Unrooted Cutting,1600,FAKE BROKER 35,PIS 1,Pathway 1,INS_975,0,115_1,82,1,8
116,Colombia,FAKE IMPORTER 37,Rasta Pasta Malaysia,Rooted Plant (including grafted),1,FAKE BROKER 14,PIS 1,Pathway 1,INS_981,0,116_1,5,1,5
117,Vietnam,FAKE IMPORTER 47,Charlie's Plant Palace,Rooted Plant (including grafted),55,FAKE BROKER 49,PIS 4,Pathway 1,INS_982,0,117_1,30,1,11
117,Vietnam,FAKE IMPORTER 48,Charlie's Plant Palace,Rooted Plant (including grafted),10,FAKE BROKER 23,PIS 4,Pathway 1,INS_982,0,117_1,30,1,11
118,Ecuador,FAKE IMPORTER 39,Plant Inventions Ecuadora,Unrooted Cutting,4650,FAKE BROKER 13,PIS 1,Pathway 1,INS_988,0,118_1,10,1,7
